lead_sid,config_dir,lead_transcript,member,subagent_type,brief_class,spawn_ok,spawn_ts_utc,n_idle_notifications,first_idle_utc,teardown_by_lead,teardown_ts_utc,latency_idle_to_teardown_s,idle_after_teardown,fleet_reap_ts_utc,fate,lead_last_record_utc,lead_disposition
4101dbdf-742b-4751-8de6-fe6d5340c38c,.claude-quaternary,/Users/chrisren/.claude-quaternary/projects/-Users-chrisren-Development-chris-capital-group-contributions/4101dbdf-742b-4751-8de6-fe6d5340c38c.jsonl,w6,general-purpose,ambiguous,True,2026-08-17T12:30:08.850Z,0,,TaskStop,2026-08-17T18:13:58.806Z,,0,,torn down by lead,2026-09-14T15:39:02.794Z,shutdown_request-SOME
4101dbdf-742b-4751-8de6-fe6d5340c38c,.claude-quaternary,/Users/chrisren/.claude-quaternary/projects/-Users-chrisren-Development-chris-capital-group-contributions/4101dbdf-742b-4751-8de6-fe6d5340c38c.jsonl,w7,general-purpose,ambiguous,True,2026-08-17T12:30:11.169Z,1,2026-08-17T16:57:26.301Z,TaskStop,2026-08-17T18:13:58.840Z,4592,0,,torn down by lead,2026-09-14T15:39:02.794Z,shutdown_request-SOME
4101dbdf-742b-4751-8de6-fe6d5340c38c,.claude-quaternary,/Users/chrisren/.claude-quaternary/projects/-Users-chrisren-Development-chris-capital-group-contributions/4101dbdf-742b-4751-8de6-fe6d5340c38c.jsonl,w8,general-purpose,ambiguous,True,2026-08-17T12:30:13.607Z,0,,TaskStop,2026-08-17T18:13:59.517Z,,0,,torn down by lead,2026-09-14T15:39:02.794Z,shutdown_request-SOME
4101dbdf-742b-4751-8de6-fe6d5340c38c,.claude-quaternary,/Users/chrisren/.claude-quaternary/projects/-Users-chrisren-Development-chris-capital-group-contributions/4101dbdf-742b-4751-8de6-fe6d5340c38c.jsonl,w9,general-purpose,ambiguous,True,2026-08-17T12:36:08.892Z,0,,TaskStop,2026-08-17T18:13:59.533Z,,0,,torn down by lead,2026-09-14T15:39:02.794Z,shutdown_request-SOME
4101dbdf-742b-4751-8de6-fe6d5340c38c,.claude-quaternary,/Users/chrisren/.claude-quaternary/projects/-Users-chrisren-Development-chris-capital-group-contributions/4101dbdf-742b-4751-8de6-fe6d5340c38c.jsonl,w10,general-purpose,ambiguous,True,2026-08-17T12:36:11.034Z,0,,TaskStop,2026-08-17T18:14:00.279Z,,0,,torn down by lead,2026-09-14T15:39:02.794Z,shutdown_request-SOME
4101dbdf-742b-4751-8de6-fe6d5340c38c,.claude-quaternary,/Users/chrisren/.claude-quaternary/projects/-Users-chrisren-Development-chris-capital-group-contributions/4101dbdf-742b-4751-8de6-fe6d5340c38c.jsonl,w11,general-purpose,ambiguous,True,2026-08-17T12:36:13.821Z,1,2026-08-17T17:00:34.409Z,TaskStop,2026-08-17T18:14:00.315Z,4406,0,,torn down by lead,2026-09-14T15:39:02.794Z,shutdown_request-SOME
4101dbdf-742b-4751-8de6-fe6d5340c38c,.claude-quaternary,/Users/chrisren/.claude-quaternary/projects/-Users-chrisren-Development-chris-capital-group-contributions/4101dbdf-742b-4751-8de6-fe6d5340c38c.jsonl,w12,general-purpose,ambiguous,True,2026-08-17T12:36:16.687Z,0,,TaskStop,2026-08-17T18:14:00.845Z,,0,,torn down by lead,2026-09-14T15:39:02.794Z,shutdown_request-SOME
4101dbdf-742b-4751-8de6-fe6d5340c38c,.claude-quaternary,/Users/chrisren/.claude-quaternary/projects/-Users-chrisren-Development-chris-capital-group-contributions/4101dbdf-742b-4751-8de6-fe6d5340c38c.jsonl,w13,general-purpose,ambiguous,True,2026-08-17T12:36:19.809Z,0,,TaskStop,2026-08-17T18:14:00.849Z,,0,,torn down by lead,2026-09-14T15:39:02.794Z,shutdown_request-SOME
4101dbdf-742b-4751-8de6-fe6d5340c38c,.claude-quaternary,/Users/chrisren/.claude-quaternary/projects/-Users-chrisren-Development-chris-capital-group-contributions/4101dbdf-742b-4751-8de6-fe6d5340c38c.jsonl,w14,general-purpose,ambiguous,True,2026-08-17T12:36:21.606Z,0,,TaskStop,2026-08-17T18:14:06.731Z,,0,,torn down by lead,2026-09-14T15:39:02.794Z,shutdown_request-SOME
4101dbdf-742b-4751-8de6-fe6d5340c38c,.claude-quaternary,/Users/chrisren/.claude-quaternary/projects/-Users-chrisren-Development-chris-capital-group-contributions/4101dbdf-742b-4751-8de6-fe6d5340c38c.jsonl,w15,general-purpose,ambiguous,True,2026-08-17T12:36:24.435Z,1,2026-08-17T16:54:06.668Z,TaskStop,2026-08-17T18:14:06.735Z,4800,0,,torn down by lead,2026-09-14T15:39:02.794Z,shutdown_request-SOME
4101dbdf-742b-4751-8de6-fe6d5340c38c,.claude-quaternary,/Users/chrisren/.claude-quaternary/projects/-Users-chrisren-Development-chris-capital-group-contributions/4101dbdf-742b-4751-8de6-fe6d5340c38c.jsonl,w16,general-purpose,ambiguous,True,2026-08-17T12:36:26.594Z,0,,TaskStop,2026-08-17T18:14:07.445Z,,0,,torn down by lead,2026-09-14T15:39:02.794Z,shutdown_request-SOME
4101dbdf-742b-4751-8de6-fe6d5340c38c,.claude-quaternary,/Users/chrisren/.claude-quaternary/projects/-Users-chrisren-Development-chris-capital-group-contributions/4101dbdf-742b-4751-8de6-fe6d5340c38c.jsonl,w17,general-purpose,ambiguous,True,2026-08-17T12:54:10.910Z,0,,TaskStop,2026-08-17T18:14:07.450Z,,0,,torn down by lead,2026-09-14T15:39:02.794Z,shutdown_request-SOME
4101dbdf-742b-4751-8de6-fe6d5340c38c,.claude-quaternary,/Users/chrisren/.claude-quaternary/projects/-Users-chrisren-Development-chris-capital-group-contributions/4101dbdf-742b-4751-8de6-fe6d5340c38c.jsonl,w18,general-purpose,ambiguous,True,2026-08-17T12:54:13.049Z,3,2026-08-17T16:37:30.048Z,TaskStop,2026-08-17T18:14:08.148Z,5789,0,,torn down by lead,2026-09-14T15:39:02.794Z,shutdown_request-SOME
4101dbdf-742b-4751-8de6-fe6d5340c38c,.claude-quaternary,/Users/chrisren/.claude-quaternary/projects/-Users-chrisren-Development-chris-capital-group-contributions/4101dbdf-742b-4751-8de6-fe6d5340c38c.jsonl,w19,general-purpose,ambiguous,True,2026-08-17T12:54:15.920Z,0,,TaskStop,2026-08-17T18:14:08.154Z,,0,,torn down by lead,2026-09-14T15:39:02.794Z,shutdown_request-SOME
4101dbdf-742b-4751-8de6-fe6d5340c38c,.claude-quaternary,/Users/chrisren/.claude-quaternary/projects/-Users-chrisren-Development-chris-capital-group-contributions/4101dbdf-742b-4751-8de6-fe6d5340c38c.jsonl,w20,general-purpose,ambiguous,True,2026-08-17T12:54:18.716Z,0,,TaskStop,2026-08-17T18:14:08.853Z,,0,,torn down by lead,2026-09-14T15:39:02.794Z,shutdown_request-SOME
4101dbdf-742b-4751-8de6-fe6d5340c38c,.claude-quaternary,/Users/chrisren/.claude-quaternary/projects/-Users-chrisren-Development-chris-capital-group-contributions/4101dbdf-742b-4751-8de6-fe6d5340c38c.jsonl,w21,general-purpose,ambiguous,True,2026-08-17T12:54:21.014Z,0,,TaskStop,2026-08-17T18:14:09.568Z,,0,,torn down by lead,2026-09-14T15:39:02.794Z,shutdown_request-SOME
4101dbdf-742b-4751-8de6-fe6d5340c38c,.claude-quaternary,/Users/chrisren/.claude-quaternary/projects/-Users-chrisren-Development-chris-capital-group-contributions/4101dbdf-742b-4751-8de6-fe6d5340c38c.jsonl,w22,general-purpose,ambiguous,True,2026-08-17T12:54:22.984Z,0,,TaskStop,2026-08-17T18:14:09.572Z,,0,,torn down by lead,2026-09-14T15:39:02.794Z,shutdown_request-SOME
4101dbdf-742b-4751-8de6-fe6d5340c38c,.claude-quaternary,/Users/chrisren/.claude-quaternary/projects/-Users-chrisren-Development-chris-capital-group-contributions/4101dbdf-742b-4751-8de6-fe6d5340c38c.jsonl,w23,general-purpose,ambiguous,True,2026-08-17T12:54:25.769Z,0,,TaskStop,2026-08-17T18:14:10.275Z,,0,,torn down by lead,2026-09-14T15:39:02.794Z,shutdown_request-SOME
4101dbdf-742b-4751-8de6-fe6d5340c38c,.claude-quaternary,/Users/chrisren/.claude-quaternary/projects/-Users-chrisren-Development-chris-capital-group-contributions/4101dbdf-742b-4751-8de6-fe6d5340c38c.jsonl,w24,general-purpose,ambiguous,True,2026-08-17T12:54:28.111Z,0,,TaskStop,2026-08-17T18:14:10.279Z,,0,,torn down by lead,2026-09-14T15:39:02.794Z,shutdown_request-SOME
4101dbdf-742b-4751-8de6-fe6d5340c38c,.claude-quaternary,/Users/chrisren/.claude-quaternary/projects/-Users-chrisren-Development-chris-capital-group-contributions/4101dbdf-742b-4751-8de6-fe6d5340c38c.jsonl,w25,general-purpose,ambiguous,True,2026-08-17T12:54:30.409Z,0,,TaskStop,2026-08-17T18:14:10.970Z,,0,,torn down by lead,2026-09-14T15:39:02.794Z,shutdown_request-SOME
4101dbdf-742b-4751-8de6-fe6d5340c38c,.claude-quaternary,/Users/chrisren/.claude-quaternary/projects/-Users-chrisren-Development-chris-capital-group-contributions/4101dbdf-742b-4751-8de6-fe6d5340c38c.jsonl,t1,general-purpose,ambiguous,True,2026-08-17T18:14:31.222Z,1,2026-08-17T18:41:03.488Z,none,,,0,,NEVER CLOSED,2026-09-14T15:39:02.794Z,shutdown_request-SOME
4101dbdf-742b-4751-8de6-fe6d5340c38c,.claude-quaternary,/Users/chrisren/.claude-quaternary/projects/-Users-chrisren-Development-chris-capital-group-contributions/4101dbdf-742b-4751-8de6-fe6d5340c38c.jsonl,t2,general-purpose,ambiguous,True,2026-08-17T18:14:36.872Z,1,2026-08-17T18:32:29.748Z,none,,,0,,NEVER CLOSED,2026-09-14T15:39:02.794Z,shutdown_request-SOME
4101dbdf-742b-4751-8de6-fe6d5340c38c,.claude-quaternary,/Users/chrisren/.claude-quaternary/projects/-Users-chrisren-Development-chris-capital-group-contributions/4101dbdf-742b-4751-8de6-fe6d5340c38c.jsonl,t3,general-purpose,ambiguous,True,2026-08-17T18:14:42.608Z,4,2026-08-17T20:08:58.933Z,none,,,0,,NEVER CLOSED,2026-09-14T15:39:02.794Z,shutdown_request-SOME
4101dbdf-742b-4751-8de6-fe6d5340c38c,.claude-quaternary,/Users/chrisren/.claude-quaternary/projects/-Users-chrisren-Development-chris-capital-group-contributions/4101dbdf-742b-4751-8de6-fe6d5340c38c.jsonl,t4,general-purpose,ambiguous,True,2026-08-17T18:33:51.056Z,1,2026-08-17T18:59:09.773Z,none,,,0,,NEVER CLOSED,2026-09-14T15:39:02.794Z,shutdown_request-SOME
4101dbdf-742b-4751-8de6-fe6d5340c38c,.claude-quaternary,/Users/chrisren/.claude-quaternary/projects/-Users-chrisren-Development-chris-capital-group-contributions/4101dbdf-742b-4751-8de6-fe6d5340c38c.jsonl,t5,general-purpose,ambiguous,True,2026-08-17T18:33:56.004Z,1,2026-08-17T18:51:45.520Z,none,,,0,,NEVER CLOSED,2026-09-14T15:39:02.794Z,shutdown_request-SOME
4101dbdf-742b-4751-8de6-fe6d5340c38c,.claude-quaternary,/Users/chrisren/.claude-quaternary/projects/-Users-chrisren-Development-chris-capital-group-contributions/4101dbdf-742b-4751-8de6-fe6d5340c38c.jsonl,t6,general-purpose,ambiguous,True,2026-08-17T18:33:59.537Z,1,2026-08-17T19:15:04.771Z,none,,,0,,NEVER CLOSED,2026-09-14T15:39:02.794Z,shutdown_request-SOME
4101dbdf-742b-4751-8de6-fe6d5340c38c,.claude-quaternary,/Users/chrisren/.claude-quaternary/projects/-Users-chrisren-Development-chris-capital-group-contributions/4101dbdf-742b-4751-8de6-fe6d5340c38c.jsonl,t7,general-purpose,ambiguous,True,2026-08-17T18:34:03.076Z,1,2026-08-17T19:05:49.176Z,none,,,0,,NEVER CLOSED,2026-09-14T15:39:02.794Z,shutdown_request-SOME
4101dbdf-742b-4751-8de6-fe6d5340c38c,.claude-quaternary,/Users/chrisren/.claude-quaternary/projects/-Users-chrisren-Development-chris-capital-group-contributions/4101dbdf-742b-4751-8de6-fe6d5340c38c.jsonl,t8,general-purpose,ambiguous,True,2026-08-17T18:34:08.011Z,1,2026-08-17T19:13:13.654Z,none,,,0,,NEVER CLOSED,2026-09-14T15:39:02.794Z,shutdown_request-SOME
4101dbdf-742b-4751-8de6-fe6d5340c38c,.claude-quaternary,/Users/chrisren/.claude-quaternary/projects/-Users-chrisren-Development-chris-capital-group-contributions/4101dbdf-742b-4751-8de6-fe6d5340c38c.jsonl,t9,general-purpose,research,False,2026-08-17T18:34:12.954Z,0,,none,,,0,,spawn-refused (capacity-admit hook),2026-09-14T15:39:02.794Z,shutdown_request-SOME
4101dbdf-742b-4751-8de6-fe6d5340c38c,.claude-quaternary,/Users/chrisren/.claude-quaternary/projects/-Users-chrisren-Development-chris-capital-group-contributions/4101dbdf-742b-4751-8de6-fe6d5340c38c.jsonl,t10,general-purpose,impl,False,2026-08-17T18:34:21.422Z,0,,none,,,0,,spawn-refused (capacity-admit hook),2026-09-14T15:39:02.794Z,shutdown_request-SOME
4101dbdf-742b-4751-8de6-fe6d5340c38c,.claude-quaternary,/Users/chrisren/.claude-quaternary/projects/-Users-chrisren-Development-chris-capital-group-contributions/4101dbdf-742b-4751-8de6-fe6d5340c38c.jsonl,t11,general-purpose,impl,False,2026-08-17T18:34:25.934Z,0,,none,,,0,,spawn-refused (capacity-admit hook),2026-09-14T15:39:02.794Z,shutdown_request-SOME
0f5b9509-92ef-4103-a420-0db7fa5e7b37,.claude-quaternary,/Users/chrisren/.claude-quaternary/projects/-Users-chrisren-Development-claude-infrastructure/0f5b9509-92ef-4103-a420-0db7fa5e7b37.jsonl,at-cost-head-to-head,deep-research,research,True,2026-09-18T23:14:21.355Z,1,2026-09-18T23:20:53.584Z,none,,,0,2026-09-19T01:20:53+00:00,reaped by teammate-auto-shutdown.sh,2026-09-19T00:06:03.923Z,NOTHING
1eee2cde-ff37-42ee-bd21-75988cd3af3d,.claude-quaternary,/Users/chrisren/.claude-quaternary/projects/-Users-chrisren-Development-claude-infrastructure/1eee2cde-ff37-42ee-bd21-75988cd3af3d.jsonl,bottle-menu-verify,deep-research,research,True,2026-09-09T22:05:22.019Z,1,2026-09-09T22:20:07.165Z,none,,,0,2026-09-10T00:15:09+00:00,reaped by teammate-auto-shutdown.sh,2026-09-09T23:55:17.923Z,NOTHING
1eee2cde-ff37-42ee-bd21-75988cd3af3d,.claude-quaternary,/Users/chrisren/.claude-quaternary/projects/-Users-chrisren-Development-claude-infrastructure/1eee2cde-ff37-42ee-bd21-75988cd3af3d.jsonl,church-live-url,deep-research,research,False,2026-09-09T22:05:37.494Z,0,,none,,,0,,spawn-refused (capacity-admit hook),2026-09-09T23:55:17.923Z,NOTHING
1eee2cde-ff37-42ee-bd21-75988cd3af3d,.claude-quaternary,/Users/chrisren/.claude-quaternary/projects/-Users-chrisren-Development-claude-infrastructure/1eee2cde-ff37-42ee-bd21-75988cd3af3d.jsonl,land-concurrency,deep-research,research,False,2026-09-09T22:05:57.178Z,0,,none,,,0,,spawn-refused (capacity-admit hook),2026-09-09T23:55:17.923Z,NOTHING
c1cbd215-05fc-4234-a092-3c6ef3c46988,.claude-quaternary,/Users/chrisren/.claude-quaternary/projects/-Users-chrisren-Development-claude-infrastructure/c1cbd215-05fc-4234-a092-3c6ef3c46988.jsonl,reverify-02ba,deep-research,research,False,2026-09-09T18:47:47.853Z,0,,none,,,0,,spawn-refused (capacity-admit hook),2026-09-09T22:03:10.140Z,NOTHING
c1cbd215-05fc-4234-a092-3c6ef3c46988,.claude-quaternary,/Users/chrisren/.claude-quaternary/projects/-Users-chrisren-Development-claude-infrastructure/c1cbd215-05fc-4234-a092-3c6ef3c46988.jsonl,reverify-6392,deep-research,research,True,2026-09-09T18:47:58.978Z,1,2026-09-09T20:26:53.015Z,none,,,0,2026-09-09T20:55:26+00:00,reaped by teammate-auto-shutdown.sh,2026-09-09T22:03:10.140Z,NOTHING
c1cbd215-05fc-4234-a092-3c6ef3c46988,.claude-quaternary,/Users/chrisren/.claude-quaternary/projects/-Users-chrisren-Development-claude-infrastructure/c1cbd215-05fc-4234-a092-3c6ef3c46988.jsonl,reverify-6cab,deep-research,research,False,2026-09-09T18:48:12.153Z,0,,none,,,0,,spawn-refused (capacity-admit hook),2026-09-09T22:03:10.140Z,NOTHING
c2edde7f-e6ba-4edb-8eb9-b16442375e43,.claude-quaternary,/Users/chrisren/.claude-quaternary/projects/-Users-chrisren-Development-claude-infrastructure/c2edde7f-e6ba-4edb-8eb9-b16442375e43.jsonl,hooks-1,general-purpose,ambiguous,True,2026-09-17T22:31:58.962Z,1,2026-09-17T22:49:28.381Z,TaskStop,2026-09-17T23:33:13.226Z,2625,0,2026-09-18T00:38:22+00:00,torn down by lead,2026-09-18T05:40:03.446Z,TaskStop-ALL
c2edde7f-e6ba-4edb-8eb9-b16442375e43,.claude-quaternary,/Users/chrisren/.claude-quaternary/projects/-Users-chrisren-Development-claude-infrastructure/c2edde7f-e6ba-4edb-8eb9-b16442375e43.jsonl,hooks-2,general-purpose,ambiguous,True,2026-09-17T22:32:01.776Z,0,,TaskStop,2026-09-17T23:33:13.364Z,,0,,torn down by lead,2026-09-18T05:40:03.446Z,TaskStop-ALL
c2edde7f-e6ba-4edb-8eb9-b16442375e43,.claude-quaternary,/Users/chrisren/.claude-quaternary/projects/-Users-chrisren-Development-claude-infrastructure/c2edde7f-e6ba-4edb-8eb9-b16442375e43.jsonl,hooks-3,general-purpose,ambiguous,True,2026-09-17T22:32:04.566Z,0,,TaskStop,2026-09-17T23:33:13.488Z,,0,,torn down by lead,2026-09-18T05:40:03.446Z,TaskStop-ALL
c2edde7f-e6ba-4edb-8eb9-b16442375e43,.claude-quaternary,/Users/chrisren/.claude-quaternary/projects/-Users-chrisren-Development-claude-infrastructure/c2edde7f-e6ba-4edb-8eb9-b16442375e43.jsonl,hooks-4,general-purpose,ambiguous,True,2026-09-17T22:32:07.383Z,0,,TaskStop,2026-09-17T23:33:13.620Z,,0,,torn down by lead,2026-09-18T05:40:03.446Z,TaskStop-ALL
c2edde7f-e6ba-4edb-8eb9-b16442375e43,.claude-quaternary,/Users/chrisren/.claude-quaternary/projects/-Users-chrisren-Development-claude-infrastructure/c2edde7f-e6ba-4edb-8eb9-b16442375e43.jsonl,hooks-5,general-purpose,ambiguous,True,2026-09-17T22:32:10.154Z,0,,TaskStop,2026-09-17T23:33:13.739Z,,0,,torn down by lead,2026-09-18T05:40:03.446Z,TaskStop-ALL
c2edde7f-e6ba-4edb-8eb9-b16442375e43,.claude-quaternary,/Users/chrisren/.claude-quaternary/projects/-Users-chrisren-Development-claude-infrastructure/c2edde7f-e6ba-4edb-8eb9-b16442375e43.jsonl,hooks-6,general-purpose,ambiguous,True,2026-09-17T22:32:12.947Z,0,,TaskStop,2026-09-17T23:33:13.913Z,,0,,torn down by lead,2026-09-18T05:40:03.446Z,TaskStop-ALL
c2edde7f-e6ba-4edb-8eb9-b16442375e43,.claude-quaternary,/Users/chrisren/.claude-quaternary/projects/-Users-chrisren-Development-claude-infrastructure/c2edde7f-e6ba-4edb-8eb9-b16442375e43.jsonl,hooks-7,general-purpose,ambiguous,True,2026-09-17T22:32:15.704Z,0,,TaskStop,2026-09-17T23:33:13.969Z,,0,2026-09-18T00:38:20+00:00,torn down by lead,2026-09-18T05:40:03.446Z,TaskStop-ALL
d3f43cf5-27a0-469d-a799-4a4f58670ed3,.claude-quaternary,/Users/chrisren/.claude-quaternary/projects/-Users-chrisren-Development-claude-infrastructure/d3f43cf5-27a0-469d-a799-4a4f58670ed3.jsonl,openai-plan-limits,deep-research,research,True,2026-09-16T23:59:04.443Z,1,2026-09-17T00:19:22.194Z,none,,,0,2026-09-17T02:16:07+00:00,reaped by teammate-auto-shutdown.sh,2026-09-17T01:13:38.078Z,NOTHING
d3f43cf5-27a0-469d-a799-4a4f58670ed3,.claude-quaternary,/Users/chrisren/.claude-quaternary/projects/-Users-chrisren-Development-claude-infrastructure/d3f43cf5-27a0-469d-a799-4a4f58670ed3.jsonl,anthropic-plan-limits,deep-research,research,True,2026-09-16T23:59:07.420Z,0,,none,,,0,,NEVER CLOSED,2026-09-17T01:13:38.078Z,NOTHING
d3f43cf5-27a0-469d-a799-4a4f58670ed3,.claude-quaternary,/Users/chrisren/.claude-quaternary/projects/-Users-chrisren-Development-claude-infrastructure/d3f43cf5-27a0-469d-a799-4a4f58670ed3.jsonl,measured-throughput,deep-research,research,True,2026-09-16T23:59:11.539Z,0,,none,,,0,2026-09-17T02:04:27+00:00,reaped by teammate-auto-shutdown.sh,2026-09-17T01:13:38.078Z,NOTHING
d3f43cf5-27a0-469d-a799-4a4f58670ed3,.claude-quaternary,/Users/chrisren/.claude-quaternary/projects/-Users-chrisren-Development-claude-infrastructure/d3f43cf5-27a0-469d-a799-4a4f58670ed3.jsonl,capability-per-token,deep-research,research,True,2026-09-16T23:59:14.951Z,0,,none,,,0,2026-09-17T02:05:47+00:00,reaped by teammate-auto-shutdown.sh,2026-09-17T01:13:38.078Z,NOTHING
d3f43cf5-27a0-469d-a799-4a4f58670ed3,.claude-quaternary,/Users/chrisren/.claude-quaternary/projects/-Users-chrisren-Development-claude-infrastructure/d3f43cf5-27a0-469d-a799-4a4f58670ed3.jsonl,plan-fine-print,deep-research,research,True,2026-09-16T23:59:19.119Z,0,,none,,,0,2026-09-17T02:05:48+00:00,reaped by teammate-auto-shutdown.sh,2026-09-17T01:13:38.078Z,NOTHING
d86f5a31-54d6-4f68-910a-e167ed057eb3,.claude-quaternary,/Users/chrisren/.claude-quaternary/projects/-Users-chrisren-Development-claude-infrastructure/d86f5a31-54d6-4f68-910a-e167ed057eb3.jsonl,g1-desk-commit-measure,general-purpose,impl,True,2026-09-17T16:30:29.059Z,1,2026-09-17T19:30:27.985Z,none,,,0,2026-09-17T21:30:25+00:00,reaped by teammate-auto-shutdown.sh,2026-09-17T22:55:37.742Z,NOTHING
a11fe2dc-4bf1-47be-a733-a1c04cb76592,.claude-quaternary,/Users/chrisren/.claude-quaternary/projects/-Users-chrisren-Development-fde-endpoint-business-case/a11fe2dc-4bf1-47be-a733-a1c04cb76592.jsonl,A1-openrouter,deep-research,research,True,2026-09-17T04:37:29.882Z,1,2026-09-17T04:42:30.101Z,TaskStop,2026-09-17T05:14:31.102Z,1921,0,,torn down by lead,2026-09-17T22:12:21.531Z,TaskStop-ALL
a11fe2dc-4bf1-47be-a733-a1c04cb76592,.claude-quaternary,/Users/chrisren/.claude-quaternary/projects/-Users-chrisren-Development-fde-endpoint-business-case/a11fe2dc-4bf1-47be-a733-a1c04cb76592.jsonl,A2-cloudflare,deep-research,research,True,2026-09-17T04:37:35.081Z,1,2026-09-17T04:42:23.443Z,TaskStop,2026-09-17T05:14:31.240Z,1928,0,,torn down by lead,2026-09-17T22:12:21.531Z,TaskStop-ALL
a11fe2dc-4bf1-47be-a733-a1c04cb76592,.claude-quaternary,/Users/chrisren/.claude-quaternary/projects/-Users-chrisren-Development-fde-endpoint-business-case/a11fe2dc-4bf1-47be-a733-a1c04cb76592.jsonl,A3-drivability,deep-research,research,True,2026-09-17T04:37:41.710Z,1,2026-09-17T04:46:26.826Z,TaskStop,2026-09-17T05:14:31.362Z,1685,0,2026-09-17T06:46:26+00:00,torn down by lead,2026-09-17T22:12:21.531Z,TaskStop-ALL
a11fe2dc-4bf1-47be-a733-a1c04cb76592,.claude-quaternary,/Users/chrisren/.claude-quaternary/projects/-Users-chrisren-Development-fde-endpoint-business-case/a11fe2dc-4bf1-47be-a733-a1c04cb76592.jsonl,A4-mechanics,deep-research,research,True,2026-09-17T04:37:47.769Z,1,2026-09-17T04:53:49.504Z,TaskStop,2026-09-17T05:14:31.506Z,1242,0,2026-09-17T06:47:55+00:00,torn down by lead,2026-09-17T22:12:21.531Z,TaskStop-ALL
a11fe2dc-4bf1-47be-a733-a1c04cb76592,.claude-quaternary,/Users/chrisren/.claude-quaternary/projects/-Users-chrisren-Development-fde-endpoint-business-case/a11fe2dc-4bf1-47be-a733-a1c04cb76592.jsonl,A5-pile,deep-research,research,True,2026-09-17T04:37:53.729Z,1,2026-09-17T04:43:05.905Z,TaskStop,2026-09-17T05:14:31.635Z,1886,0,2026-09-17T06:42:59+00:00,torn down by lead,2026-09-17T22:12:21.531Z,TaskStop-ALL
a11fe2dc-4bf1-47be-a733-a1c04cb76592,.claude-quaternary,/Users/chrisren/.claude-quaternary/projects/-Users-chrisren-Development-fde-endpoint-business-case/a11fe2dc-4bf1-47be-a733-a1c04cb76592.jsonl,A6-exposure,deep-research,research,True,2026-09-17T04:38:00.923Z,1,2026-09-17T04:42:52.497Z,TaskStop,2026-09-17T05:14:31.750Z,1899,0,,torn down by lead,2026-09-17T22:12:21.531Z,TaskStop-ALL
a11fe2dc-4bf1-47be-a733-a1c04cb76592,.claude-quaternary,/Users/chrisren/.claude-quaternary/projects/-Users-chrisren-Development-fde-endpoint-business-case/a11fe2dc-4bf1-47be-a733-a1c04cb76592.jsonl,A7-priorart,deep-research,research,True,2026-09-17T04:38:07.198Z,1,2026-09-17T04:41:24.380Z,TaskStop,2026-09-17T05:14:31.889Z,1987,0,,torn down by lead,2026-09-17T22:12:21.531Z,TaskStop-ALL
a11fe2dc-4bf1-47be-a733-a1c04cb76592,.claude-quaternary,/Users/chrisren/.claude-quaternary/projects/-Users-chrisren-Development-fde-endpoint-business-case/a11fe2dc-4bf1-47be-a733-a1c04cb76592.jsonl,A8-economics,deep-research,research,True,2026-09-17T04:38:13.791Z,1,2026-09-17T04:45:29.740Z,TaskStop,2026-09-17T05:14:32.008Z,1743,0,2026-09-17T06:45:28+00:00,torn down by lead,2026-09-17T22:12:21.531Z,TaskStop-ALL
a11fe2dc-4bf1-47be-a733-a1c04cb76592,.claude-quaternary,/Users/chrisren/.claude-quaternary/projects/-Users-chrisren-Development-fde-endpoint-business-case/a11fe2dc-4bf1-47be-a733-a1c04cb76592.jsonl,A9-throughput,deep-research,research,True,2026-09-17T04:38:19.612Z,1,2026-09-17T04:45:42.936Z,TaskStop,2026-09-17T05:14:32.149Z,1730,0,2026-09-17T06:45:42+00:00,torn down by lead,2026-09-17T22:12:21.531Z,TaskStop-ALL
a11fe2dc-4bf1-47be-a733-a1c04cb76592,.claude-quaternary,/Users/chrisren/.claude-quaternary/projects/-Users-chrisren-Development-fde-endpoint-business-case/a11fe2dc-4bf1-47be-a733-a1c04cb76592.jsonl,A10-verify,deep-research,research,True,2026-09-17T04:38:27.059Z,1,2026-09-17T04:41:56.407Z,TaskStop,2026-09-17T05:14:32.269Z,1956,0,,torn down by lead,2026-09-17T22:12:21.531Z,TaskStop-ALL
5e0d69f7-1319-4ef4-8c57-6202f6f0db9c,.claude-quaternary,/Users/chrisren/.claude-quaternary/projects/-Users-chrisren-Development-personal/5e0d69f7-1319-4ef4-8c57-6202f6f0db9c.jsonl,kitty-titlebar-jitter,general-purpose,research,False,2026-09-14T03:58:51.693Z,0,,none,,,0,,spawn-refused (capacity-admit hook),2026-09-14T15:58:20.505Z,no-spawn-succeeded
cd5eee6e-daa5-47a9-8fba-bf08edf874ec,.claude-quaternary,/Users/chrisren/.claude-quaternary/projects/-Users-chrisren-Development-personal/cd5eee6e-daa5-47a9-8fba-bf08edf874ec.jsonl,unifi-mobile,general-purpose,ambiguous,True,2026-09-15T21:43:49.656Z,0,,shutdown_request,2026-09-15T22:12:14.685Z,,0,2026-09-15T23:49:14+00:00,torn down by lead,2026-09-16T15:12:12.447Z,shutdown_request-ALL
