close_ts_local,close_ts_utc,team,member,agent_type,pane,decidable,last_assistant_kind,last_assistant_age_s,pending_tool_use_at_close,deliverable_written_before_close,deliverable_paths_in_brief,lead_msg_to_member_within_10min,lead_msg_summary,patch_at_close,checkpoint_at_close,nothing_to_checkpoint,records_after_close,flags,verdict,member_transcript
2026-08-10 22:39:21,2026-08-11 03:39:21,session-a28e8b9c,I-testdeploy,deep-research,260,no,,,,,,,,,,,,,UNCERTAIN,
2026-08-10 22:39:22,2026-08-11 03:39:22,session-a28e8b9c,E-blastradius,deep-research,256,no,,,,,,,,yes,yes,,,,UNCERTAIN,
2026-08-10 22:40:06,2026-08-11 03:40:06,session-a28e8b9c,G-failures,deep-research,258,no,,,,,,,,yes,yes,,,,UNCERTAIN,
2026-08-10 22:41:18,2026-08-11 03:41:18,session-a28e8b9c,H-priorart,deep-research,259,no,,,,,,,,yes,yes,,,,UNCERTAIN,
2026-08-10 22:43:17,2026-08-11 03:43:17,session-a28e8b9c,B-contract,deep-research,253,no,,,,,,,,yes,yes,,,,UNCERTAIN,
2026-08-10 22:43:48,2026-08-11 03:43:48,session-a28e8b9c,C-keepwarm,deep-research,254,no,,,,,,,,yes,yes,,,,UNCERTAIN,
2026-08-10 22:44:06,2026-08-11 03:44:06,session-a28e8b9c,F-shell,deep-research,257,no,,,,,,,,yes,yes,,,,UNCERTAIN,
2026-08-10 22:45:41,2026-08-11 03:45:41,session-a28e8b9c,A-startpath,deep-research,252,no,,,,,,,,yes,yes,,,,UNCERTAIN,
2026-08-10 22:53:02,2026-08-11 03:53:02,session-ee8e039d,mcp-provenance,deep-research,269,no,,,,,,,,yes,yes,,,,UNCERTAIN,
2026-08-10 22:54:45,2026-08-11 03:54:45,session-ee8e039d,mcp-census,deep-research,268,no,,,,,,,,yes,yes,,,,UNCERTAIN,
2026-08-10 22:57:18,2026-08-11 03:57:18,session-a28e8b9c,L-binaryboot,deep-research,264,no,,,,,,,,yes,yes,,,,UNCERTAIN,
2026-08-10 22:59:44,2026-08-11 03:59:44,session-ee8e039d,mcp-enforce,deep-research,270,no,,,,,,,,yes,yes,,,,UNCERTAIN,
2026-08-10 22:59:57,2026-08-11 03:59:57,session-ee8e039d,mcp-servers,deep-research,274,no,,,,,,,,yes,yes,,,,UNCERTAIN,
2026-08-10 23:02:03,2026-08-11 04:02:03,session-ee8e039d,mcp-daemon,deep-research,273,no,,,,,,,,yes,yes,,,,UNCERTAIN,
2026-08-10 23:04:39,2026-08-11 04:04:39,session-ee8e039d,mcp-transport,deep-research,272,no,,,,,,,,yes,yes,,,,UNCERTAIN,
2026-08-10 23:04:48,2026-08-11 04:04:48,session-ee8e039d,mcp-design,deep-research,275,no,,,,,,,,yes,yes,,,,UNCERTAIN,
2026-08-10 23:09:19,2026-08-11 04:09:19,session-a28e8b9c,K-contrary,deep-research,263,no,,,,,,,,,,,,,UNCERTAIN,
2026-08-10 23:09:22,2026-08-11 04:09:22,session-a28e8b9c,J-redteam,deep-research,262,no,,,,,,,,yes,yes,,,,UNCERTAIN,
2026-08-10 23:16:09,2026-08-11 04:16:09,session-ee8e039d,mcp-redteam,deep-research,277,no,,,,,,,,yes,yes,,,,UNCERTAIN,
2026-08-10 23:21:17,2026-08-11 04:21:17,session-ee8e039d,mcp-adversary,deep-research,276,no,,,,,,,,yes,yes,,,,UNCERTAIN,
2026-08-10 23:29:41,2026-08-11 04:29:41,session-ee8e039d,mcp-spawnsem,deep-research,271,no,,,,,,,,yes,yes,,,,UNCERTAIN,
2026-08-10 23:43:48,2026-08-11 04:43:48,session-0db6fcda,census,general-purpose,265,no,,,,,,,,,yes,,,,UNCERTAIN,
2026-08-11 00:59:23,2026-08-11 05:59:23,session-58eb250d,bandtest,general-purpose,290,no,,,,,,,,yes,yes,,,,UNCERTAIN,
2026-08-11 00:59:41,2026-08-11 05:59:41,session-58eb250d,bandmig,general-purpose,291,no,,,,,,,,yes,yes,,,,UNCERTAIN,
2026-08-11 01:41:22,2026-08-11 06:41:22,session-012968ea,w4-mcpprobe,general-purpose,289,no,,,,,,,,,,yes,,,UNCERTAIN,
2026-08-11 02:51:05,2026-08-11 07:51:05,session-e15ef708,bus,general-purpose,300,no,,,,,,,,,yes,,,,UNCERTAIN,
2026-08-11 02:51:23,2026-08-11 07:51:23,session-e15ef708,watchdog,general-purpose,304,no,,,,,,,,,,,,,UNCERTAIN,
2026-08-11 02:51:26,2026-08-11 07:51:26,session-e15ef708,cutmax,general-purpose,303,no,,,,,,,,,yes,,,,UNCERTAIN,
2026-08-11 06:26:44,2026-08-11 11:26:44,session-e15ef708,mutex,general-purpose,302,no,,,,,,,,,,yes,,,UNCERTAIN,
2026-08-11 13:22:16,2026-08-11 18:22:16,session-dde93546,R1-replay,deep-research,363,no,,,,,,,,,,yes,,,UNCERTAIN,
2026-08-11 13:25:50,2026-08-11 18:25:50,session-dde93546,R7-landing,deep-research,369,no,,,,,,,,,,yes,,,UNCERTAIN,
2026-08-11 13:25:54,2026-08-11 18:25:54,session-dde93546,R2-policy,deep-research,364,no,,,,,,,,,,yes,,,UNCERTAIN,
2026-08-11 13:26:33,2026-08-11 18:26:33,session-dde93546,R8-entrypoint,deep-research,370,no,,,,,,,,,,yes,,,UNCERTAIN,
2026-08-11 13:30:08,2026-08-11 18:30:08,session-dde93546,R3-shell-latency,deep-research,365,no,,,,,,,,,,yes,,,UNCERTAIN,
2026-08-11 13:30:28,2026-08-11 18:30:28,session-dde93546,R6-observability,deep-research,368,no,,,,,,,,,,yes,,,UNCERTAIN,
2026-08-11 13:44:46,2026-08-11 18:44:46,session-dde93546,R4-cc-latency,deep-research,366,no,,,,,,,,,,yes,,,UNCERTAIN,
2026-08-11 14:14:01,2026-08-11 19:14:01,session-dde93546,R5-startup-print,claude-code-guide,367,no,,,,,,,,,,yes,,,UNCERTAIN,
2026-08-11 18:24:51,2026-08-11 23:24:51,session-0cb3ce89,rc-b5,deep-research,401,no,,,,,,,,yes,yes,,,,UNCERTAIN,
2026-08-11 18:45:12,2026-08-11 23:45:12,session-0cb3ce89,rc-residual,deep-research,404,no,,,,,,,,,yes,,,,UNCERTAIN,
2026-08-11 18:45:17,2026-08-11 23:45:17,session-0cb3ce89,rc-b2,deep-research,402,no,,,,,,,,,yes,,,,UNCERTAIN,
2026-08-11 20:45:35,2026-08-12 01:45:35,session-6922d079,q3-scheduler,deep-research,413,no,,,,,,,,yes,yes,,,,UNCERTAIN,
2026-08-11 20:46:56,2026-08-12 01:46:56,session-6922d079,q1-ceiling,deep-research,412,no,,,,,,,,yes,yes,,,,UNCERTAIN,
2026-08-12 01:45:29,2026-08-12 06:45:29,session-ebbd173a,recon-staleness,deep-research,416,no,,,,,,,,yes,yes,,,,UNCERTAIN,
2026-08-12 01:47:50,2026-08-12 06:47:50,session-ebbd173a,recon-consolidation,deep-research,417,no,,,,,,,,yes,yes,,,,UNCERTAIN,
2026-08-12 01:49:54,2026-08-12 06:49:54,session-ebbd173a,recon-bottleneck,deep-research,419,no,,,,,,,,yes,yes,,,,UNCERTAIN,
2026-08-12 01:50:45,2026-08-12 06:50:45,session-ebbd173a,recon-cloud,deep-research,418,no,,,,,,,,yes,yes,,,,UNCERTAIN,
2026-08-12 01:52:44,2026-08-12 06:52:44,session-ebbd173a,recon-wave,deep-research,420,no,,,,,,,,yes,yes,,,,UNCERTAIN,
2026-08-12 06:13:38,2026-08-12 11:13:38,session-a9f72df9,s5-gc-franchise,claude,439,no,,,,,,,,,,yes,,,UNCERTAIN,
2026-08-12 06:17:19,2026-08-12 11:17:19,session-a9f72df9,s5-rbw-shim,claude,438,no,,,,,,,,yes,yes,,,,UNCERTAIN,
2026-08-12 06:28:46,2026-08-12 11:28:46,session-a9f72df9,s3-content-oracle,claude,436,no,,,,,,,,yes,yes,,,,UNCERTAIN,
2026-08-12 18:32:51,2026-08-12 23:32:51,session-0feac440,pricing-fix,general-purpose,452,no,,,,,,,,yes,yes,,,,UNCERTAIN,
2026-08-12 18:35:08,2026-08-12 23:35:08,session-0feac440,geometry-fix,general-purpose,454,no,,,,,,,,yes,yes,,,,UNCERTAIN,
2026-08-12 21:02:17,2026-08-13 02:02:17,session-f8a9953b,recon-worktree,Explore,461,no,,,,,,,,,,yes,,,UNCERTAIN,
2026-08-12 21:06:13,2026-08-13 02:06:13,session-f8a9953b,recon-wake,Explore,462,no,,,,,,,,,,yes,,,UNCERTAIN,
2026-08-12 22:09:06,2026-08-13 03:09:06,session-8fa166ff,triage-chokepoint,general-purpose,470,no,,,,,,,,,,yes,,,UNCERTAIN,
2026-08-12 22:13:46,2026-08-13 03:13:46,session-8fa166ff,triage-ci,general-purpose,472,no,,,,,,,,,,yes,,,UNCERTAIN,
2026-08-12 22:19:53,2026-08-13 03:19:53,session-8fa166ff,triage-nonverdict,general-purpose,468,no,,,,,,,,,,,,,UNCERTAIN,
2026-08-12 22:19:57,2026-08-13 03:19:57,session-8fa166ff,triage-blindlint,general-purpose,469,no,,,,,,,,,,yes,,,UNCERTAIN,
2026-08-12 22:33:31,2026-08-13 03:33:31,session-8fa166ff,triage-banner,general-purpose,471,no,,,,,,,,,,yes,,,UNCERTAIN,
2026-08-13 02:22:18,2026-08-13 07:22:18,session-ea29fa14,comms-inventory,,490,no,,,,,,,,yes,yes,,,,UNCERTAIN,
2026-08-13 02:23:55,2026-08-13 07:23:55,session-ea29fa14,goal-history,,491,no,,,,,,,,yes,yes,,,,UNCERTAIN,
2026-08-14 02:42:08,2026-08-14 07:42:08,session-8c6364f9,pyramid-quadswap,general-purpose,19,no,,,,,,,,,,yes,,,UNCERTAIN,
2026-08-14 02:52:39,2026-08-14 07:52:39,session-8c6364f9,pyramid-claudeinfra,general-purpose,20,no,,,,,,,,,,yes,,,UNCERTAIN,
2026-08-14 02:53:40,2026-08-14 07:53:40,session-8c6364f9,pyramid-reso,general-purpose,22,no,,,,,,,,,,yes,,,UNCERTAIN,
2026-08-14 03:07:13,2026-08-14 08:07:13,session-8c6364f9,pyramid-pivot,general-purpose,21,no,,,,,,,,,,yes,,,UNCERTAIN,
2026-08-14 03:19:46,2026-08-14 08:19:46,session-8c6364f9,reso-editor,Explore,34,no,,,,,,,,,,yes,,,UNCERTAIN,
2026-08-14 13:53:27,2026-08-14 18:53:27,session-8c6364f9,replicache-research,deep-research,36,no,,,,,,,,,,yes,,,UNCERTAIN,
2026-08-14 14:06:36,2026-08-14 19:06:36,session-8c6364f9,ironsession-editor,Explore,38,no,,,,,,,,,,yes,,,UNCERTAIN,
2026-08-14 16:22:12,2026-08-14 21:22:12,session-d8864529,ironsession-rewrite,general-purpose,43,no,,,,,,,,,,yes,,,UNCERTAIN,
2026-08-14 16:39:47,2026-08-14 21:39:47,session-d8864529,summary-box-review,general-purpose,46,no,,,,,,,,,,yes,,,UNCERTAIN,
2026-08-14 16:45:27,2026-08-14 21:45:27,session-d8864529,cmp-reso,general-purpose,48,no,,,,,,,,,,yes,,,UNCERTAIN,
2026-08-14 20:25:59,2026-08-15 01:25:59,session-d8864529,cmp-dropped,general-purpose,47,no,,,,,,,,,,,,,UNCERTAIN,
2026-08-14 20:31:16,2026-08-15 01:31:16,session-d8864529,cmp-shape,general-purpose,52,no,,,,,,,,,,,,,UNCERTAIN,
2026-08-15 14:39:36,2026-08-15 19:39:36,session-b249924c,rebuy-breakeven,deep-research,64,no,,,,,,,,,,yes,,,UNCERTAIN,
2026-08-15 14:44:51,2026-08-15 19:44:51,session-b249924c,dresser-disposal,deep-research,66,no,,,,,,,,,,yes,,,UNCERTAIN,
2026-08-15 14:45:44,2026-08-15 19:45:44,session-b249924c,box-market,deep-research,62,no,,,,,,,,,,yes,,,UNCERTAIN,
2026-08-15 14:46:14,2026-08-15 19:46:14,session-b249924c,hazmat-climate,deep-research,63,no,,,,,,,,,,yes,,,UNCERTAIN,
2026-08-15 14:47:11,2026-08-15 19:47:11,session-b249924c,packing-method,deep-research,65,no,,,,,,,,,,yes,,,UNCERTAIN,
2026-08-15 14:50:07,2026-08-15 19:50:07,session-b249924c,austin-storage,deep-research,67,no,,,,,,,,,,yes,,,UNCERTAIN,
2026-08-15 14:51:08,2026-08-15 19:51:08,session-b249924c,volume-and-couchsurf,deep-research,68,no,,,,,,,,,,yes,,,UNCERTAIN,
2026-08-15 14:55:42,2026-08-15 19:55:42,session-b249924c,transport-economics,deep-research,61,no,,,,,,,,,,yes,,,UNCERTAIN,
2026-08-15 16:32:20,2026-08-15 21:32:20,session-5d37151b,advance-rows,general-purpose,74,no,,,,,,,,,,,,,UNCERTAIN,
2026-08-15 18:43:24,2026-08-15 23:43:24,session-5d37151b,skills-census,general-purpose,71,no,,,,,,,,,,yes,,,UNCERTAIN,
2026-08-15 18:43:31,2026-08-15 23:43:31,session-5d37151b,auth-instrument,general-purpose,73,no,,,,,,,,,,yes,,,UNCERTAIN,
2026-08-15 18:43:59,2026-08-15 23:43:59,session-5d37151b,two-dated-rows,general-purpose,72,no,,,,,,,,,,yes,,,UNCERTAIN,
2026-08-15 21:45:15,2026-08-16 02:45:15,session-fc4db521,mcp-modal-gate,deep-research,84,no,,,,,,,,yes,yes,,,,UNCERTAIN,
2026-08-15 21:54:31,2026-08-16 02:54:31,session-fc4db521,fire-entrypoints,deep-research,85,no,,,,,,,,yes,yes,,,,UNCERTAIN,
2026-08-15 22:03:13,2026-08-16 03:03:13,session-fc4db521,modal-probe,deep-research,86,no,,,,,,,,yes,yes,,,,UNCERTAIN,
2026-08-16 13:42:11,2026-08-16 18:42:11,session-5b7eaab8,compact-docs,claude-code-guide,113,no,,,,,,,,yes,yes,,,,UNCERTAIN,
2026-08-16 13:52:25,2026-08-16 18:52:25,session-5b7eaab8,compact-transcripts,general-purpose,112,no,,,,,,,,yes,yes,,,,UNCERTAIN,
2026-08-16 13:55:09,2026-08-16 18:55:09,session-5b7eaab8,compact-binary,deep-research,114,no,,,,,,,,yes,yes,,,,UNCERTAIN,
2026-08-16 15:58:02,2026-08-16 20:58:02,session-bc7f9c48,blocked-tail-triage,general-purpose,119,no,,,,,,,,,,yes,,,UNCERTAIN,
2026-08-17 01:09:33,2026-08-17 06:09:33,session-029212ff,pipefail-scope,general-purpose,155,no,,,,,,,,,,yes,,,UNCERTAIN,
2026-08-17 01:43:48,2026-08-17 06:43:48,session-029212ff,pipefail-impl,general-purpose,157,no,,,,,,,,,,yes,,,UNCERTAIN,
2026-08-17 02:01:11,2026-08-17 07:01:11,session-029212ff,closeattrib-race,general-purpose,156,no,,,,,,,,,,yes,,,UNCERTAIN,
2026-08-17 02:02:49,2026-08-17 07:02:49,session-57ed607b,wiki-facts,deep-research,159,no,,,,,,,,,,yes,,,UNCERTAIN,
2026-08-17 02:05:00,2026-08-17 07:05:00,session-57ed607b,vendor-register,deep-research,161,no,,,,,,,,,,yes,,,UNCERTAIN,
2026-08-17 02:39:36,2026-08-17 07:39:36,session-48b94e9a,t1-install,,163,no,,,,,,,,yes,yes,,,,UNCERTAIN,
2026-08-17 02:39:50,2026-08-17 07:39:50,session-48b94e9a,t3-perm,,165,no,,,,,,,,yes,yes,,,,UNCERTAIN,
2026-08-17 02:39:58,2026-08-17 07:39:58,session-57ed607b,deepwiki,deep-research,160,no,,,,,,,,,,yes,,,UNCERTAIN,
2026-08-17 02:42:07,2026-08-17 07:42:07,session-48b94e9a,t2-sweep,,164,no,,,,,,,,,yes,,,,UNCERTAIN,
2026-08-17 02:44:53,2026-08-17 07:44:53,session-48b94e9a,t5-ffgate,,167,no,,,,,,,,,,yes,,,UNCERTAIN,
2026-08-17 02:45:13,2026-08-17 07:45:13,session-57ed607b,review-extract,deep-research,162,no,,,,,,,,,,yes,,,UNCERTAIN,
2026-08-17 02:45:41,2026-08-17 07:45:41,session-48b94e9a,t6-hookfork,,168,no,,,,,,,,,,,,,UNCERTAIN,
2026-08-17 02:49:56,2026-08-17 07:49:56,session-48b94e9a,t4-premise,,166,no,,,,,,,,,,yes,,,UNCERTAIN,
2026-08-17 03:21:12,2026-08-17 08:21:12,session-4101dbdf,gapcheck-2,general-purpose,173,no,,,,,,0,,,,yes,,,UNCERTAIN,
2026-08-17 03:24:32,2026-08-17 08:24:32,session-48b94e9a,t8-row6,,180,no,,,,,,,,,,yes,,,UNCERTAIN,
2026-08-17 03:39:00,2026-08-17 08:39:00,session-9d874911,A1-foundation,deep-research,181,no,,,,,,0,,,,yes,,,UNCERTAIN,
2026-08-17 03:40:20,2026-08-17 08:40:20,session-9d874911,A2-reconciliation,deep-research,182,no,,,,,,0,,,,yes,,,UNCERTAIN,
2026-08-17 03:43:00,2026-08-17 08:43:00,session-9d874911,A4-pivot,deep-research,184,no,,,,,,0,,,,yes,,,UNCERTAIN,
2026-08-17 03:43:49,2026-08-17 08:43:49,session-9d874911,A3-ember,deep-research,183,no,,,,,,0,,,,yes,,,UNCERTAIN,
2026-08-17 03:44:02,2026-08-17 08:44:02,session-9d874911,A6-security,deep-research,186,no,,,,,,0,,,,yes,,,UNCERTAIN,
2026-08-17 03:45:09,2026-08-17 08:45:09,session-9d874911,A5-solo-leverage,deep-research,185,no,,,,,,0,,,,yes,,,UNCERTAIN,
2026-08-17 03:55:16,2026-08-17 08:55:16,session-4101dbdf,gapcheck-4,general-purpose,175,no,,,,,,0,,,,yes,,,UNCERTAIN,
2026-08-17 03:55:40,2026-08-17 08:55:40,session-4101dbdf,gapcheck-6,general-purpose,177,no,,,,,,0,,,,yes,,,UNCERTAIN,
2026-08-17 04:32:24,2026-08-17 09:32:24,session-4101dbdf,gapcheck-7,general-purpose,178,no,,,,,,0,,,,yes,,,UNCERTAIN,
2026-08-17 04:57:17,2026-08-17 09:57:17,session-4101dbdf,gapcheck-5,general-purpose,176,no,,,,,,0,,,,yes,,,UNCERTAIN,
2026-08-17 05:16:22,2026-08-17 10:16:22,session-433bf01a,forkcensus,general-purpose,193,no,,,,,,,,,,yes,,,UNCERTAIN,
2026-08-17 05:18:50,2026-08-17 10:18:50,session-433bf01a,diffcorpus,general-purpose,194,no,,,,,,,,yes,yes,,,,UNCERTAIN,
2026-08-17 05:57:54,2026-08-17 10:57:54,session-4101dbdf,tx-prdesc-b,general-purpose,200,no,,,,,,0,,,,yes,,,UNCERTAIN,
2026-08-17 05:59:31,2026-08-17 10:59:31,session-4101dbdf,tx-var-a,general-purpose,195,no,,,,,,0,,,,,,,UNCERTAIN,
2026-08-17 05:59:34,2026-08-17 10:59:34,session-4101dbdf,tx-var-c,general-purpose,197,no,,,,,,0,,,,yes,,,UNCERTAIN,
2026-08-17 05:59:41,2026-08-17 10:59:41,session-4101dbdf,tx-eod,general-purpose,205,no,,,,,,0,,,,yes,,,UNCERTAIN,
2026-08-17 06:07:18,2026-08-17 11:07:18,session-4101dbdf,gapcheck-3,general-purpose,174,no,,,,,,0,,,,yes,,,UNCERTAIN,
2026-08-17 06:09:12,2026-08-17 11:09:12,session-4101dbdf,gapcheck-1,general-purpose,172,no,,,,,,0,,,,yes,,,UNCERTAIN,
2026-08-17 11:32:34,2026-08-17 16:32:34,session-4101dbdf,t2,general-purpose,262,no,,,,,,0,,,,yes,,,UNCERTAIN,
2026-08-17 11:41:08,2026-08-17 16:41:08,session-4101dbdf,t1,general-purpose,261,no,,,,,,0,,,,yes,,,UNCERTAIN,
2026-08-17 11:51:50,2026-08-17 16:51:50,session-4101dbdf,t5,general-purpose,265,no,,,,,,0,,,,yes,,,UNCERTAIN,
2026-08-17 11:56:42,2026-08-17 16:56:42,session-4101dbdf,t4,general-purpose,264,no,,,,,,0,,,,yes,,,UNCERTAIN,
2026-08-17 12:04:51,2026-08-17 17:04:51,session-4101dbdf,t7,general-purpose,267,no,,,,,,0,,,,yes,,,UNCERTAIN,
2026-08-17 12:07:44,2026-08-17 17:07:44,session-4101dbdf,t8,general-purpose,268,no,,,,,,0,,,,yes,,,UNCERTAIN,
2026-08-17 12:14:15,2026-08-17 17:14:15,session-4101dbdf,t6,general-purpose,266,no,,,,,,0,,,,yes,,,UNCERTAIN,
2026-08-17 17:24:56,2026-08-17 22:24:56,session-dbe5ae72,t4-classify,general-purpose,272,no,,,,,,,,,,yes,,,UNCERTAIN,
2026-08-17 17:34:06,2026-08-17 22:34:06,session-dbe5ae72,t3-waiting,general-purpose,271,no,,,,,,,,,,yes,,,UNCERTAIN,
2026-08-17 17:37:28,2026-08-17 22:37:28,session-dbe5ae72,t2-roles,general-purpose,270,no,,,,,,,,,,yes,,,UNCERTAIN,
2026-08-17 19:23:49,2026-08-18 00:23:49,session-fc3453cf,resume-suppress,general-purpose,277,no,,,,,,,,yes,yes,,,,UNCERTAIN,
2026-08-17 19:50:08,2026-08-18 00:50:08,session-a0918cdf,verify-dispatcher-filed,general-purpose,281,no,,,,,,,,,,yes,,,UNCERTAIN,
2026-08-17 19:53:07,2026-08-18 00:53:07,session-a0918cdf,verify-judgment-rows,general-purpose,283,no,,,,,,,,,,yes,,,UNCERTAIN,
2026-08-17 19:54:03,2026-08-18 00:54:03,session-a0918cdf,verify-roster-plan-rows,general-purpose,288,no,,,,,,,,,,yes,,,UNCERTAIN,
2026-08-17 19:56:33,2026-08-18 00:56:33,session-a0918cdf,verify-live-infra,general-purpose,282,no,,,,,,,,,,yes,,,UNCERTAIN,
2026-08-17 20:11:16,2026-08-18 01:11:16,session-a0918cdf,verify-c10-migrations,general-purpose,280,no,,,,,,,,,,yes,,,UNCERTAIN,
2026-08-17 20:31:39,2026-08-18 01:31:39,session-8ad3a9d2,rekey-A32,,285,no,,,,,,,,,,yes,,,UNCERTAIN,
2026-08-17 20:35:55,2026-08-18 01:35:55,session-8ad3a9d2,rekey-A31,,289,no,,,,,,,,,,yes,,,UNCERTAIN,
2026-08-17 20:39:10,2026-08-18 01:39:10,session-ab431fa3,stophook-wedge,general-purpose,294,no,,,,,,0,,yes,yes,,,,UNCERTAIN,
2026-08-17 20:40:41,2026-08-18 01:40:41,session-8ad3a9d2,rekey-A24,,286,no,,,,,,,,,,yes,,,UNCERTAIN,
2026-08-17 20:42:54,2026-08-18 01:42:54,session-a0918cdf,verify-relands,general-purpose,279,no,,,,,,,,,,yes,,,UNCERTAIN,
2026-08-17 20:44:15,2026-08-18 01:44:15,session-8ad3a9d2,rekey-A8,,290,no,,,,,,,,,,yes,,,UNCERTAIN,
2026-08-17 20:45:36,2026-08-18 01:45:36,session-8ad3a9d2,rekey-A28,,291,no,,,,,,,,,,yes,,,UNCERTAIN,
2026-08-17 20:51:35,2026-08-18 01:51:35,session-8ad3a9d2,rekey-A33b,,292,no,,,,,,,,,,yes,,,UNCERTAIN,
2026-08-17 21:32:35,2026-08-18 02:32:35,session-8ad3a9d2,rekey-A10,,295,no,,,,,,,,,,yes,,,UNCERTAIN,
2026-08-17 22:50:54,2026-08-18 03:50:54,session-ab431fa3,custody-ttl,general-purpose,293,yes,tool_use:Bash,1148,1,no-evidence,/tmp/tm-custody-brief.md,0,,yes,yes,,146,P1:pending_tool_use=1;S:survived_close_records=146,PREMATURE,/Users/chrisren/.claude-secondary/projects/-Users-chrisren-Development--worktrees-drain-recycle-11/fa4ee353-04fd-422c-8091-a191939e1c1b.jsonl
2026-08-18 00:24:50,2026-08-18 05:24:50,session-fb8b3ffe,dod-crosstalk,general-purpose,342,no,,,,,,0,,yes,yes,,,,UNCERTAIN,
2026-08-18 00:41:44,2026-08-18 05:41:44,session-fb8b3ffe,deadline-reconcile,general-purpose,341,no,,,,,,0,,,,yes,,,UNCERTAIN,
2026-08-18 17:01:20,2026-08-18 22:01:20,session-5a99940d,ff-survey,Explore,357,no,,,,,,0,,yes,yes,,,,UNCERTAIN,
2026-08-19 04:36:31,2026-08-19 09:36:31,session-84bde2e9,A3-server-preconditions,deep-research,384,no,,,,,,0,,,,yes,,,UNCERTAIN,
2026-08-19 04:36:50,2026-08-19 09:36:50,session-84bde2e9,A8-callsite-inventory,deep-research,390,no,,,,,,0,,,,yes,,,UNCERTAIN,
2026-08-19 04:37:20,2026-08-19 09:37:20,session-84bde2e9,A4-referential-deps,deep-research,385,no,,,,,,0,,,,yes,,,UNCERTAIN,
2026-08-19 04:38:10,2026-08-19 09:38:10,session-84bde2e9,A6-retention,deep-research,387,no,,,,,,0,,,,yes,,,UNCERTAIN,
2026-08-19 04:39:08,2026-08-19 09:39:08,session-84bde2e9,A2-replicache-semantics,deep-research,383,no,,,,,,0,,,,yes,,,UNCERTAIN,
2026-08-19 04:39:15,2026-08-19 09:39:15,session-84bde2e9,A5-concurrent-wrongness,deep-research,386,no,,,,,,0,,,,yes,,,UNCERTAIN,
2026-08-19 04:39:30,2026-08-19 09:39:30,session-84bde2e9,A1-client-lifetime,deep-research,382,no,,,,,,0,,,,yes,,,UNCERTAIN,
2026-08-19 04:41:52,2026-08-19 09:41:52,session-84bde2e9,A7-single-user,deep-research,389,no,,,,,,0,,yes,yes,,,,UNCERTAIN,
2026-08-19 04:56:33,2026-08-19 09:56:33,session-84bde2e9,A9-prior-art,deep-research,391,no,,,,,,0,,,,yes,,,UNCERTAIN,
2026-08-19 04:58:43,2026-08-19 09:58:43,session-84bde2e9,A11-redteam-widening,deep-research,393,no,,,,,,0,,,,yes,,,UNCERTAIN,
2026-08-19 06:24:48,2026-08-19 11:24:48,session-17d66411,effort-survey,Explore,396,no,,,,,,0,,,,yes,,,UNCERTAIN,
2026-08-20 03:25:22,2026-08-20 08:25:22,session-0d8b0f09,S4-ship,general-purpose,448,no,,,,,,0,,,,yes,,,UNCERTAIN,
2026-08-20 07:02:17,2026-08-20 12:02:17,session-e2c2fba4,census,general-purpose,466,no,,,,,,0,,yes,yes,,,,UNCERTAIN,
2026-08-20 17:52:59,2026-08-20 22:52:59,session-f7e38f59,close-forensics,general-purpose,479,no,,,,,,0,,,,yes,,,UNCERTAIN,
2026-08-20 20:44:22,2026-08-21 01:44:22,session-96e66d94,settings-store,deep-research,487,no,,,,,,0,,yes,yes,,,,UNCERTAIN,
2026-08-20 20:54:01,2026-08-21 01:54:01,session-96e66d94,matcher-truth,deep-research,486,no,,,,,,0,,yes,yes,,,,UNCERTAIN,
2026-08-21 01:23:50,2026-08-21 06:23:50,session-c1ac817f,fp-axis2-omission,deep-research,501,no,,,,,,0,,,,yes,,,UNCERTAIN,
2026-08-21 01:25:09,2026-08-21 06:25:09,session-c1ac817f,fp-axis1-drift,deep-research,500,no,,,,,,0,,,,yes,,,UNCERTAIN,
2026-08-21 01:31:23,2026-08-21 06:31:23,session-c1ac817f,fp-axis4-blindspots,deep-research,503,no,,,,,,0,,,yes,,,,UNCERTAIN,
2026-08-21 01:31:31,2026-08-21 06:31:31,session-c1ac817f,fp-axis3-soundness,deep-research,502,no,,,,,,0,,,yes,,,,UNCERTAIN,
2026-08-21 22:09:22,2026-08-22 03:09:22,session-6159760e,verify-RC,Explore,536,no,,,,,,0,,,,yes,,,UNCERTAIN,
2026-08-21 22:09:28,2026-08-22 03:09:28,session-6159760e,verify-RE,Explore,538,no,,,,,,0,,,,yes,,,UNCERTAIN,
2026-08-21 22:18:28,2026-08-22 03:18:28,session-6159760e,verify-B8-B16,Explore,541,no,,,,,,0,,,,yes,,,UNCERTAIN,
2026-08-21 22:42:10,2026-08-22 03:42:10,session-a815fee5,janitor-diag,general-purpose,547,no,,,,,,0,,,,yes,,,UNCERTAIN,
2026-08-22 01:00:06,2026-08-22 06:00:06,session-35dd2926,undo-detail,,555,no,,,,,,0,,yes,yes,,,,UNCERTAIN,
2026-08-22 01:01:56,2026-08-22 06:01:56,session-35dd2926,undo-surface,,556,no,,,,,,0,,yes,yes,,,,UNCERTAIN,
2026-08-23 00:43:14,2026-08-23 05:43:14,session-93cc3f0b,prior-art,general-purpose,591,no,,,,,,0,,yes,yes,,,,UNCERTAIN,
